CENSUS_YEAR,WARD,DWELLING_TYPE,DWELLING_TYPE_CODE,DWELLING_TYPE_DESCRIPTION,DWELLING_CNT,RESIDENT_CNT,OCPD_DWELLING_CNT,VACANT_DWELLING_CNT,OCPD_OWNERSHIP_CNT,RENOVATION_DWELLING_CNT,UNDER_CONST_DWELLING_CNT,INACTIVE_CNT,OTHER_PURPOSE_CNT
2011,8,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",13,54,10,2,0,0,0,1,0
2011,13,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",1252,2740,1200,31,997,4,16,0,1
2011,13,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,3,7,3,0,3,0,0,0,0
2011,8,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",11,605,6,0,0,1,0,0,4
2011,8,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",2,56,2,0,1,0,0,0,0
2011,8,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,22,371,16,6,0,0,0,0,0
2011,9,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,17814,41621,17029,504,13710,85,76,65,55
2011,9,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2762,6534,2608,117,1445,7,19,10,1
2011,9,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,33,58,28,2,5,0,0,3,0
2011,9,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,8485,12171,7739,507,2239,34,143,27,35
2011,9,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",3231,6460,3020,135,1905,9,4,54,9
2011,9,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,475,719,425,19,392,0,0,31,0
2011,9,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,2497,2747,1814,337,97,17,3,320,6
2011,9,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",4,32,4,0,0,0,0,0,0
2011,9,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,73,88,51,4,11,1,0,3,14
2011,9,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",20,77,19,0,4,0,0,1,0
2011,9,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",9,1286,9,0,0,0,0,0,0
2011,9,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",2,44,2,0,0,0,0,0,0
2011,9,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,17,590,10,6,0,0,0,1,0
2011,10,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,15799,44748,15259,450,12142,62,8,15,5
2011,10,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2538,6895,2362,140,1126,15,10,9,2
2011,10,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,98,162,91,1,8,1,4,1,0
2011,10,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,3080,5279,2888,166,800,17,0,4,5
2011,10,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",4136,10926,3837,287,1501,10,0,0,2
2011,10,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,1035,1947,981,43,860,11,0,0,0
2011,10,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,2548,3438,1848,321,123,21,2,355,1
2011,10,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,20,30,19,1,7,0,0,0,0
2011,10,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",6,16,6,0,1,0,0,0,0
2011,13,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,3946,5805,3352,204,2167,110,270,7,3
2011,10,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",2,302,2,0,0,0,0,0,0
2011,10,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",3,55,3,0,0,0,0,0,0
2011,10,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,4,66,2,1,0,0,0,1,0
2011,11,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,17798,45861,17173,369,15467,118,102,29,7
2011,11,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2734,5991,2558,113,1558,11,47,3,2
2011,11,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,238,417,233,5,38,0,0,0,0
2011,11,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,9518,13603,8811,646,2816,12,0,24,25
2011,11,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",5090,10515,4884,151,3182,16,30,1,8
2011,11,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,758,900,578,76,33,14,4,86,0
2011,11,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",1,4,1,0,0,0,0,0,0
2011,11,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,16,20,14,0,0,0,0,0,2
2011,11,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",13,32,9,4,5,0,0,0,0
2011,11,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",12,1727,12,0,0,0,0,0,0
2011,11,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,6,41,4,2,0,0,0,0,0
2011,12,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,22062,63655,21017,337,19456,16,575,16,101
2011,12,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",1370,2849,1261,17,1093,0,77,0,15
2011,12,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,13,33,13,0,13,0,0,0,0
2011,12,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,1598,2353,1385,52,975,0,152,0,9
2011,12,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",2364,4135,2028,82,1506,0,236,5,13
2011,12,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,7,13,6,0,2,0,0,1,0
2011,12,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,23,28,16,1,0,0,0,6,0
2011,12,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",71,74,60,8,1,0,0,2,1
2011,12,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",2,276,2,0,0,0,0,0,0
2011,12,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,2,0,0,2,0,0,0,0,0
2011,13,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,21395,64387,20970,295,19209,48,62,10,10
2011,13,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",3222,6706,3078,114,2109,3,21,4,2
2011,13,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,3,1,1,1,0,0,0,1,0
2011,13,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,153,217,130,12,12,0,0,10,1
2011,13,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,1,0,0,0,0,0,0,1,0
2011,13,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",1,0,0,0,0,0,0,0,1
2011,13,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",3,402,3,0,0,0,0,0,0
2011,13,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",1,63,1,0,1,0,0,0,0
2011,13,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,1,4,1,0,0,0,0,0,0
2011,14,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,20221,58414,19689,253,18318,44,190,12,33
2011,14,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",1489,3433,1405,34,1120,7,34,3,6
2011,14,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,17,41,16,1,0,0,0,0,0
2011,14,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,2197,3155,2067,113,978,2,0,8,7
2011,14,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",2536,5341,2357,71,1396,80,21,4,3
2011,14,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,3,4,3,0,2,0,0,0,0
2011,14,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,112,146,86,8,8,2,0,16,0
2011,14,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",1,3,1,0,0,0,0,0,0
2011,14,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",2,10,2,0,1,0,0,0,0
2011,14,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",4,697,4,0,0,0,0,0,0
2011,14,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,4,7,2,2,0,0,0,0,0
2010,1,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,20936,59184,20434,348,18673,60,69,11,14
2010,1,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2063,4688,1961,75,1151,6,17,4,0
2010,1,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,65,97,61,4,7,0,0,0,0
2010,1,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,5008,8056,4746,188,1367,6,54,3,11
2010,1,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",3728,7393,3542,167,2070,16,0,3,0
2010,1,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,503,943,482,18,461,3,0,0,0
2010,1,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,764,1130,624,78,51,1,1,59,1
2010,1,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",6,653,5,1,0,0,0,0,0
2010,1,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,10,8,6,2,0,0,0,2,0
2010,1,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",10,100,10,0,2,0,0,0,0
2010,1,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",6,663,5,0,1,0,1,0,0
2010,1,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",13,54,11,1,0,0,0,0,1
2010,1,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,10,40,7,3,0,0,0,0,0
2010,2,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,19106,58658,18209,266,16921,24,541,15,51
2010,2,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",830,1717,779,23,651,3,23,0,2
2010,2,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,1803,2618,1607,110,1077,1,80,0,5
2010,2,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",2406,5132,2286,78,1633,1,38,1,2
2010,2,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,312,495,302,9,297,0,0,0,1
2010,2,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,89,120,72,10,8,1,0,6,0
2010,2,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",1,0,0,0,0,0,0,1,0
2010,2,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",1,104,1,0,0,0,0,0,0
2010,2,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",4,1117,4,0,0,0,0,0,0
2010,3,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,21756,74112,20750,448,18524,15,458,22,63
2010,3,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",1152,2815,1075,14,922,0,55,0,8
2010,3,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,96,166,91,4,37,0,0,1,0
2010,3,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,2287,3656,2062,96,1338,0,102,19,8
2010,3,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",1752,3640,1563,64,1191,0,117,1,7
2010,3,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,3,4,2,0,2,0,0,0,1
2010,3,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,495,976,390,90,30,1,0,14,0
2010,3,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,1,2,1,0,0,0,0,0,0
2010,3,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",2,189,2,0,0,0,0,0,0
2010,4,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,21583,62592,21150,343,18923,60,9,15,6
2010,4,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2815,6943,2678,109,1504,13,4,9,2
2010,4,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,47,72,38,9,5,0,0,0,0
2010,4,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,2382,3416,2189,121,623,44,18,4,6
2010,4,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",4623,10577,4418,191,2360,9,0,3,2
2010,4,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,126,240,123,1,117,0,0,2,0
2010,4,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,1231,1443,883,209,50,15,0,124,0
2010,4,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,4,6,4,0,0,0,0,0,0
2010,4,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",3,3,2,0,0,0,0,1,0
2010,4,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",1,132,1,0,0,0,0,0,0
2010,4,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,1,0,0,1,0,0,0,0,0
2010,5,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,16416,54731,15830,489,13133,64,2,24,7
2010,5,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2870,8098,2708,144,1684,8,0,9,1
2010,5,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,1,1,1,0,0,0,0,0,0
2010,5,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,1421,2281,1250,169,353,0,0,0,2
2010,5,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",3425,9140,3263,150,1446,6,0,3,3
2010,5,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,302,514,287,6,282,0,9,0,0
2010,5,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,1470,2333,1057,252,65,8,0,153,0
2010,5,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",2,10,2,0,1,0,0,0,0
2010,5,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,1,2,1,0,0,0,0,0,0
2010,5,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",1,2,1,0,1,0,0,0,0
2010,5,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",3,326,3,0,0,0,0,0,0
2010,5,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",1,0,0,0,0,0,0,0,1
2010,5,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,16,68,9,6,0,0,1,0,0
2010,6,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,17930,54165,17222,275,16079,44,345,22,22
2010,6,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2243,4737,2134,50,1634,10,39,2,8
2010,6,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,49,109,47,2,3,0,0,0,0
2010,6,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,4885,7348,4665,194,2590,7,1,3,15
2010,6,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",4568,8506,4175,163,3184,7,160,54,9
2010,6,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,270,323,186,50,14,6,1,27,0
2010,6,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",1,5,1,0,0,0,0,0,0
2010,6,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",5,447,5,0,0,0,0,0,0
2010,6,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",1,2,1,0,0,0,0,0,0
2010,7,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,17586,41226,16636,617,12961,113,108,60,52
2010,7,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2795,6189,2559,156,1429,13,52,11,4
2010,7,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,291,391,264,18,13,8,0,0,1
2010,7,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,13343,16649,11174,794,2982,151,838,313,73
2010,7,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",2641,5180,2472,116,1277,10,35,4,4
2010,7,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,2824,3238,2077,417,63,30,3,285,12
2010,7,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",5,53,4,0,1,0,0,1,0
2010,7,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,87,49,31,1,4,0,40,14,1
2010,7,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",11,100,11,0,2,0,0,0,0
2010,7,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",9,1351,9,0,0,0,0,0,0
2010,7,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",2,55,2,0,1,0,0,0,0
2010,7,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,35,1956,14,16,0,0,1,4,0
2010,8,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,9182,20710,8508,381,6458,114,44,75,60
2010,8,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",1950,4136,1767,110,928,11,43,14,5
2010,8,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,208,306,185,14,24,9,0,0,0
2010,8,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,34116,44418,29002,2410,8156,399,1670,407,228
